Period,Country,Area type,Area code,Area name,Sex,Sex code,Age group,Age code,HLE,LCI,UCI,Proportion (%),LE_calculated,LE,HLE_Gap
2012 to 2014,Scotland,Scottish Health Board,S08000019,NHS Forth Valley,Female,2,<1,1,62.5,60.7,64.2,77,81.16883116883116,81.16883116883116,18.66883116883116
2012 to 2014,Scotland,Scottish Health Board,S08000020,NHS Grampian,Male,1,<1,1,64.9,63.6,66.3,83,78.19277108433737,78.19277108433737,13.29277108433736
2012 to 2014,Scotland,Scottish Health Board,S08000020,NHS Grampian,Female,2,<1,1,66.4,65.0,67.8,81,81.9753086419753,81.9753086419753,15.575308641975298
2012 to 2014,Scotland,Scottish Health Board,S08000022,NHS Highland,Male,1,<1,1,64.6,63.0,66.2,83,77.83132530120481,77.83132530120481,13.23132530120482
2012 to 2014,Scotland,Scottish Health Board,S08000022,NHS Highland,Female,2,<1,1,66.7,64.9,68.4,81,82.34567901234568,82.34567901234568,15.645679012345681
2012 to 2014,Scotland,Scottish Health Board,S08000024,NHS Lothian,Male,1,<1,1,63.8,62.7,64.9,82,77.8048780487805,77.8048780487805,14.004878048780498
2012 to 2014,Scotland,Scottish Health Board,S08000024,NHS Lothian,Female,2,<1,1,65.5,64.3,66.8,80,81.875,81.875,16.375
2012 to 2014,Scotland,Scottish Health Board,S08000025,NHS Orkney,Male,1,<1,1,71.2,66.6,75.9,91,78.24175824175825,78.24175824175825,7.041758241758245
2012 to 2014,Scotland,Scottish Health Board,S08000025,NHS Orkney,Female,2,<1,1,74.3,70.0,78.6,90,82.55555555555556,82.55555555555556,8.25555555555556
2012 to 2014,Scotland,Scottish Health Board,S08000026,NHS Shetland,Male,1,<1,1,65.7,60.3,71.1,84,78.21428571428572,78.21428571428572,12.51428571428572
2012 to 2014,Scotland,Scottish Health Board,S08000026,NHS Shetland,Female,2,<1,1,67.8,60.1,75.4,82,82.6829268292683,82.6829268292683,14.8829268292683
2012 to 2014,Scotland,Scottish Health Board,S08000028,NHS Western Isles,Male,1,<1,1,64.2,59.8,68.5,83,77.34939759036145,77.34939759036145,13.149397590361446
2012 to 2014,Scotland,Scottish Health Board,S08000028,NHS Western Isles,Female,2,<1,1,66.8,62.2,71.5,81,82.46913580246913,82.46913580246913,15.669135802469128
2012 to 2014,Scotland,Scottish Health Board,S08000029,NHS Fife,Male,1,<1,1,60.9,58.7,63.2,79,77.0886075949367,77.0886075949367,16.188607594936705
2012 to 2014,Scotland,Scottish Health Board,S08000029,NHS Fife,Female,2,<1,1,62.1,59.7,64.6,76,81.71052631578948,81.71052631578948,19.61052631578948
2012 to 2014,Scotland,Scottish Health Board,S08000030,NHS Tayside,Male,1,<1,1,62.7,61.4,64.0,81,77.4074074074074,77.4074074074074,14.707407407407402
2012 to 2014,Scotland,Scottish Health Board,S08000030,NHS Tayside,Female,2,<1,1,64.1,62.7,65.6,79,81.1392405063291,81.1392405063291,17.039240506329108
2012 to 2014,Scotland,Scottish Health Board,S08000031,NHS Greater Glasgow and Clyde,Male,1,<1,1,58.5,57.6,59.5,78,75.0,75.0,16.5
2012 to 2014,Scotland,Scottish Health Board,S08000031,NHS Greater Glasgow and Clyde,Female,2,<1,1,60.0,59.0,61.1,75,80.0,80.0,20.0
2012 to 2014,Scotland,Scottish Health Board,S08000032,NHS Lanarkshire,Male,1,<1,1,59.0,57.5,60.6,78,75.64102564102564,75.64102564102564,16.641025641025635
2012 to 2014,Scotland,Scottish Health Board,S08000032,NHS Lanarkshire,Female,2,<1,1,60.4,58.8,62.1,75,80.53333333333333,80.53333333333333,20.133333333333333
2012 to 2014,Scotland,Local Areas,S12000005,Clackmannanshire,Male,1,<1,1,59.3,53.9,64.6,77,77.01298701298701,77.01298701298701,17.712987012987014
2012 to 2014,Scotland,Local Areas,S12000005,Clackmannanshire,Female,2,<1,1,59.9,55.1,64.8,75,79.86666666666666,79.86666666666666,19.96666666666666
2012 to 2014,Scotland,Local Areas,S12000006,Dumfries and Galloway,Male,1,<1,1,63.0,61.1,65.0,81,77.77777777777777,77.77777777777777,14.777777777777771
2012 to 2014,Scotland,Local Areas,S12000006,Dumfries and Galloway,Female,2,<1,1,64.5,62.3,66.7,79,81.64556962025316,81.64556962025316,17.145569620253156
2012 to 2014,Scotland,Local Areas,S12000008,East Ayrshire,Male,1,<1,1,58.7,56.3,61.1,77,76.23376623376623,76.23376623376623,17.53376623376623
2012 to 2014,Scotland,Local Areas,S12000008,East Ayrshire,Female,2,<1,1,59.9,57.4,62.5,75,79.86666666666666,79.86666666666666,19.96666666666666
2012 to 2014,Scotland,Local Areas,S12000010,East Lothian,Male,1,<1,1,64.9,62.5,67.3,83,78.19277108433737,78.19277108433737,13.29277108433736
2012 to 2014,Scotland,Local Areas,S12000010,East Lothian,Female,2,<1,1,66.4,63.8,69.0,81,81.9753086419753,81.9753086419753,15.575308641975298
2012 to 2014,Scotland,Local Areas,S12000011,East Renfrewshire,Male,1,<1,1,66.8,64.6,69.0,84,79.52380952380952,79.52380952380952,12.723809523809521
2012 to 2014,Scotland,Local Areas,S12000011,East Renfrewshire,Female,2,<1,1,68.1,65.8,70.4,82,83.04878048780488,83.04878048780488,14.948780487804882
2012 to 2014,Scotland,Local Areas,S12000013,Na h-Eileanan Siar,Male,1,<1,1,64.2,59.8,68.5,83,77.34939759036145,77.34939759036145,13.149397590361446
2012 to 2014,Scotland,Local Areas,S12000013,Na h-Eileanan Siar,Female,2,<1,1,66.8,62.2,71.5,81,82.46913580246913,82.46913580246913,15.669135802469128
2012 to 2014,Scotland,Local Areas,S12000014,Falkirk,Male,1,<1,1,60.1,57.8,62.4,78,77.05128205128204,77.05128205128204,16.951282051282043
2012 to 2014,Scotland,Local Areas,S12000014,Falkirk,Female,2,<1,1,61.2,58.7,63.8,76,80.52631578947368,80.52631578947368,19.326315789473682
2012 to 2014,Scotland,Local Areas,S12000017,Highland,Male,1,<1,1,64.7,62.4,66.9,83,77.95180722891567,77.95180722891567,13.251807228915666
2012 to 2014,Scotland,Local Areas,S12000017,Highland,Female,2,<1,1,66.8,64.3,69.4,81,82.46913580246913,82.46913580246913,15.669135802469128
2012 to 2014,Scotland,Local Areas,S12000018,Inverclyde,Male,1,<1,1,58.2,55.7,60.7,77,75.58441558441558,75.58441558441558,17.384415584415578
2012 to 2014,Scotland,Local Areas,S12000018,Inverclyde,Female,2,<1,1,59.6,56.7,62.4,74,80.54054054054055,80.54054054054055,20.940540540540546
2012 to 2014,Scotland,Local Areas,S12000019,Midlothian,Male,1,<1,1,62.2,59.6,64.7,80,77.75,77.75,15.549999999999997
2012 to 2014,Scotland,Local Areas,S12000019,Midlothian,Female,2,<1,1,63.9,61.2,66.7,78,81.92307692307692,81.92307692307692,18.02307692307692
2012 to 2014,Scotland,Local Areas,S12000020,Moray,Male,1,<1,1,63.9,61.5,66.3,81,78.88888888888889,78.88888888888889,14.988888888888887
2012 to 2014,Scotland,Local Areas,S12000020,Moray,Female,2,<1,1,65.0,62.8,67.3,80,81.25,81.25,16.25
2012 to 2014,Scotland,Local Areas,S12000021,North Ayrshire,Male,1,<1,1,57.4,55.1,59.8,75,76.53333333333333,76.53333333333333,19.133333333333333
2012 to 2014,Scotland,Local Areas,S12000021,North Ayrshire,Female,2,<1,1,58.9,56.4,61.4,73,80.68493150684931,80.68493150684931,21.78493150684931
2012 to 2014,Scotland,Local Areas,S12000023,Orkney Islands,Male,1,<1,1,71.2,66.6,75.9,91,78.24175824175825,78.24175824175825,7.041758241758245
2012 to 2014,Scotland,Local Areas,S12000023,Orkney Islands,Female,2,<1,1,74.3,70.0,78.6,90,82.55555555555556,82.55555555555556,8.25555555555556
2012 to 2014,Scotland,Local Areas,S12000026,Scottish Borders,Male,1,<1,1,65.8,63.8,67.9,83,79.27710843373494,79.27710843373494,13.47710843373494
2012 to 2014,Scotland,Local Areas,S12000026,Scottish Borders,Female,2,<1,1,67.2,64.9,69.4,81,82.96296296296296,82.96296296296296,15.762962962962959
2012 to 2014,Scotland,Local Areas,S12000027,Shetland Islands,Male,1,<1,1,65.7,60.3,71.1,84,78.21428571428572,78.21428571428572,12.51428571428572
2012 to 2014,Scotland,Local Areas,S12000027,Shetland Islands,Female,2,<1,1,67.8,60.1,75.4,82,82.6829268292683,82.6829268292683,14.8829268292683
2012 to 2014,Scotland,Local Areas,S12000028,South Ayrshire,Male,1,<1,1,61.1,58.6,63.6,78,78.33333333333333,78.33333333333333,17.233333333333327
2012 to 2014,Scotland,Local Areas,S12000028,South Ayrshire,Female,2,<1,1,61.8,59.4,64.2,76,81.3157894736842,81.3157894736842,19.515789473684208
2012 to 2014,Scotland,Local Areas,S12000029,South Lanarkshire,Male,1,<1,1,61.1,59.0,63.2,80,76.375,76.375,15.274999999999999
2012 to 2014,Scotland,Local Areas,S12000029,South Lanarkshire,Female,2,<1,1,62.7,60.4,64.9,78,80.38461538461539,80.38461538461539,17.684615384615384
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Male,1,<1,1,64.4,61.9,66.9,82,78.53658536585367,78.53658536585367,14.136585365853662
2012 to 2014,Scotland,Local Areas,S12000030,Stirling,Female,2,<1,1,65.9,63.3,68.6,81,81.35802469135803,81.35802469135803,15.45802469135802
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,<1,1,63.5,61.2,65.8,83,76.50602409638554,76.50602409638554,13.006024096385545
2012 to 2014,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,<1,1,65.6,62.9,68.2,81,80.98765432098764,80.98765432098764,15.38765432098765
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,<1,1,66.5,64.0,68.9,84,79.16666666666667,79.16666666666667,12.666666666666671
2012 to 2014,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,<1,1,67.6,65.0,70.1,82,82.4390243902439,82.4390243902439,14.839024390243907
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,<1,1,64.5,62.3,66.7,82,78.65853658536585,78.65853658536585,14.158536585365852
2012 to 2014,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,<1,1,66.2,63.9,68.6,81,81.72839506172839,81.72839506172839,15.52839506172839
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,<1,1,64.8,62.8,66.7,83,78.07228915662651,78.07228915662651,13.272289156626513
2012 to 2014,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,<1,1,66.8,64.6,69.1,81,82.46913580246913,82.46913580246913,15.669135802469128
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,<1,1,59.3,57.1,61.6,78,76.02564102564102,76.02564102564102,16.725641025641025
2012 to 2014,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,<1,1,60.9,58.4,63.5,76,80.13157894736842,80.13157894736842,19.231578947368426
2012 to 2014,Scotland,Local Areas,S12000039,West Dunbartonshire,Male,1,<1,1,57.3,55.0,59.5,77,74.4155844155844,74.4155844155844,17.115584415584408
2012 to 2014,Scotland,Local Areas,S12000039,West Dunbartonshire,Female,2,<1,1,58.0,55.6,60.5,74,78.37837837837839,78.37837837837839,20.378378378378386
2012 to 2014,Scotland,Local Areas,S12000040,West Lothian,Male,1,<1,1,61.3,58.9,63.6,79,77.59493670886076,77.59493670886076,16.29493670886076
2012 to 2014,Scotland,Local Areas,S12000040,West Lothian,Female,2,<1,1,62.0,59.4,64.7,77,80.51948051948052,80.51948051948052,18.519480519480524
2012 to 2014,Scotland,Local Areas,S12000041,Angus,Male,1,<1,1,64.9,62.6,67.1,83,78.19277108433737,78.19277108433737,13.29277108433736
2012 to 2014,Scotland,Local Areas,S12000041,Angus,Female,2,<1,1,66.1,63.5,68.7,81,81.60493827160492,81.60493827160492,15.504938271604928
2012 to 2014,Scotland,Local Areas,S12000042,Dundee City,Male,1,<1,1,57.7,55.3,60.1,77,74.93506493506494,74.93506493506494,17.23506493506494
2012 to 2014,Scotland,Local Areas,S12000042,Dundee City,Female,2,<1,1,59.2,56.8,61.7,74,80.0,80.0,20.799999999999997
2012 to 2014,Scotland,Local Areas,S12000045,East Dunbartonshire,Male,1,<1,1,66.8,64.7,69.0,83,80.48192771084338,80.48192771084338,13.681927710843382
2012 to 2014,Scotland,Local Areas,S12000045,East Dunbartonshire,Female,2,<1,1,68.1,65.7,70.5,81,84.07407407407406,84.07407407407406,15.974074074074068
2012 to 2014,Scotland,Local Areas,S12000047,Fife,Male,1,<1,1,60.9,58.7,63.2,79,77.0886075949367,77.0886075949367,16.188607594936705
2012 to 2014,Scotland,Local Areas,S12000047,Fife,Female,2,<1,1,62.1,59.7,64.6,76,81.71052631578948,81.71052631578948,19.61052631578948
2012 to 2014,Scotland,Local Areas,S12000048,Perth and Kinross,Male,1,<1,1,65.7,63.6,67.8,83,79.1566265060241,79.1566265060241,13.456626506024094
2012 to 2014,Scotland,Local Areas,S12000048,Perth and Kinross,Female,2,<1,1,67.3,64.8,69.8,81,83.08641975308642,83.08641975308642,15.78641975308642
2012 to 2014,Scotland,Local Areas,S12000049,Glasgow City,Male,1,<1,1,55.7,53.4,58.0,76,73.28947368421053,73.28947368421053,17.58947368421053
2012 to 2014,Scotland,Local Areas,S12000049,Glasgow City,Female,2,<1,1,57.2,54.6,59.9,73,78.35616438356165,78.35616438356165,21.156164383561645
2012 to 2014,Scotland,Local Areas,S12000050,North Lanarkshire,Male,1,<1,1,57.1,54.8,59.4,76,75.13157894736842,75.13157894736842,18.031578947368423
2012 to 2014,Scotland,Local Areas,S12000050,North Lanarkshire,Female,2,<1,1,58.3,55.9,60.7,73,79.86301369863014,79.86301369863014,21.563013698630144
2012 to 2014,Scotland,Country,S92000003,Scotland,Male,1,<1,1,61.6,61.2,62.0,80,77.0,77.0,15.399999999999999
2012 to 2014,Scotland,Country,S92000003,Scotland,Female,2,<1,1,63.0,62.6,63.5,78,80.76923076923076,80.76923076923076,17.76923076923076
2013 to 2015,Scotland,Scottish Health Board,S08000015,NHS Ayrshire and Arran,Male,1,<1,1,59.3,57.9,60.7,77,77.01298701298701,77.01298701298701,17.712987012987014
2013 to 2015,Scotland,Scottish Health Board,S08000015,NHS Ayrshire and Arran,Female,2,<1,1,60.1,58.6,61.6,75,80.13333333333334,80.13333333333334,20.03333333333334
2013 to 2015,Scotland,Scottish Health Board,S08000016,NHS Borders,Male,1,<1,1,66.2,64.2,68.3,84,78.80952380952381,78.80952380952381,12.609523809523807
2013 to 2015,Scotland,Scottish Health Board,S08000016,NHS Borders,Female,2,<1,1,67.7,65.4,70.0,82,82.5609756097561,82.5609756097561,14.860975609756096
2013 to 2015,Scotland,Scottish Health Board,S08000017,NHS Dumfries and Galloway,Male,1,<1,1,63.6,61.7,65.6,81,78.51851851851852,78.51851851851852,14.918518518518518
2013 to 2015,Scotland,Scottish Health Board,S08000017,NHS Dumfries and Galloway,Female,2,<1,1,64.5,62.2,66.7,79,81.64556962025316,81.64556962025316,17.145569620253156
2013 to 2015,Scotland,Scottish Health Board,S08000019,NHS Forth Valley,Male,1,<1,1,62.2,60.8,63.7,80,77.75,77.75,15.549999999999997
2013 to 2015,Scotland,Scottish Health Board,S08000019,NHS Forth Valley,Female,2,<1,1,63.1,61.4,64.8,78,80.8974358974359,80.8974358974359,17.797435897435896
2013 to 2015,Scotland,Scottish Health Board,S08000020,NHS Grampian,Male,1,<1,1,64.9,63.6,66.2,83,78.19277108433737,78.19277108433737,13.29277108433736
2013 to 2015,Scotland,Scottish Health Board,S08000020,NHS Grampian,Female,2,<1,1,66.2,64.7,67.6,81,81.72839506172839,81.72839506172839,15.52839506172839
2013 to 2015,Scotland,Scottish Health Board,S08000022,NHS Highland,Male,1,<1,1,64.7,63.1,66.3,83,77.95180722891567,77.95180722891567,13.251807228915666
2013 to 2015,Scotland,Scottish Health Board,S08000022,NHS Highland,Female,2,<1,1,66.7,64.9,68.5,81,82.34567901234568,82.34567901234568,15.645679012345681
2013 to 2015,Scotland,Scottish Health Board,S08000024,NHS Lothian,Male,1,<1,1,64.1,62.9,65.3,82,78.17073170731707,78.17073170731707,14.07073170731708
2013 to 2015,Scotland,Scottish Health Board,S08000024,NHS Lothian,Female,2,<1,1,65.4,64.1,66.7,80,81.75,81.75,16.349999999999994
2013 to 2015,Scotland,Scottish Health Board,S08000025,NHS Orkney,Male,1,<1,1,69.6,64.8,74.5,88,79.09090909090908,79.09090909090908,9.490909090909085
2013 to 2015,Scotland,Scottish Health Board,S08000025,NHS Orkney,Female,2,<1,1,72.0,66.8,77.2,87,82.75862068965517,82.75862068965517,10.758620689655174
2013 to 2015,Scotland,Scottish Health Board,S08000026,NHS Shetland,Male,1,<1,1,66.4,60.6,72.2,86,77.2093023255814,77.2093023255814,10.809302325581399
2013 to 2015,Scotland,Scottish Health Board,S08000026,NHS Shetland,Female,2,<1,1,68.3,61.9,74.6,83,82.28915662650603,82.28915662650603,13.98915662650603
2013 to 2015,Scotland,Scottish Health Board,S08000028,NHS Western Isles,Male,1,<1,1,65.3,61.4,69.2,85,76.82352941176471,76.82352941176471,11.523529411764713
2013 to 2015,Scotland,Scottish Health Board,S08000028,NHS Western Isles,Female,2,<1,1,68.7,63.5,73.8,83,82.77108433734941,82.77108433734941,14.071084337349404
2013 to 2015,Scotland,Scottish Health Board,S08000029,NHS Fife,Male,1,<1,1,61.5,59.3,63.8,79,77.84810126582278,77.84810126582278,16.348101265822777
2013 to 2015,Scotland,Scottish Health Board,S08000029,NHS Fife,Female,2,<1,1,62.4,60.0,64.9,77,81.03896103896103,81.03896103896103,18.638961038961035
2013 to 2015,Scotland,Scottish Health Board,S08000030,NHS Tayside,Male,1,<1,1,63.8,62.5,65.1,82,77.8048780487805,77.8048780487805,14.004878048780498
2013 to 2015,Scotland,Scottish Health Board,S08000030,NHS Tayside,Female,2,<1,1,65.0,63.5,66.5,80,81.25,81.25,16.25
2013 to 2015,Scotland,Scottish Health Board,S08000031,NHS Greater Glasgow and Clyde,Male,1,<1,1,58.8,57.8,59.7,78,75.38461538461537,75.38461538461537,16.584615384615375
2013 to 2015,Scotland,Scottish Health Board,S08000031,NHS Greater Glasgow and Clyde,Female,2,<1,1,59.9,58.8,61.0,75,79.86666666666666,79.86666666666666,19.96666666666666
2013 to 2015,Scotland,Scottish Health Board,S08000032,NHS Lanarkshire,Male,1,<1,1,59.2,57.7,60.7,78,75.8974358974359,75.8974358974359,16.697435897435895
2013 to 2015,Scotland,Scottish Health Board,S08000032,NHS Lanarkshire,Female,2,<1,1,60.0,58.3,61.8,75,80.0,80.0,20.0
2013 to 2015,Scotland,Local Areas,S12000005,Clackmannanshire,Male,1,<1,1,60.5,56.4,64.5,79,76.58227848101265,76.58227848101265,16.08227848101265
2013 to 2015,Scotland,Local Areas,S12000005,Clackmannanshire,Female,2,<1,1,60.9,56.7,65.1,76,80.13157894736842,80.13157894736842,19.231578947368426
2013 to 2015,Scotland,Local Areas,S12000006,Dumfries and Galloway,Male,1,<1,1,63.6,61.7,65.6,81,78.51851851851852,78.51851851851852,14.918518518518518
2013 to 2015,Scotland,Local Areas,S12000006,Dumfries and Galloway,Female,2,<1,1,64.5,62.2,66.7,79,81.64556962025316,81.64556962025316,17.145569620253156
2013 to 2015,Scotland,Local Areas,S12000008,East Ayrshire,Male,1,<1,1,58.8,56.3,61.2,77,76.36363636363636,76.36363636363636,17.563636363636363
2013 to 2015,Scotland,Local Areas,S12000008,East Ayrshire,Female,2,<1,1,59.3,56.5,62.2,75,79.06666666666666,79.06666666666666,19.766666666666666
2013 to 2015,Scotland,Local Areas,S12000010,East Lothian,Male,1,<1,1,65.4,63.1,67.8,83,78.79518072289157,78.79518072289157,13.395180722891567
2013 to 2015,Scotland,Local Areas,S12000010,East Lothian,Female,2,<1,1,67.0,64.4,69.5,81,82.71604938271605,82.71604938271605,15.71604938271605
2013 to 2015,Scotland,Local Areas,S12000011,East Renfrewshire,Male,1,<1,1,66.2,63.9,68.5,83,79.75903614457832,79.75903614457832,13.559036144578315
2013 to 2015,Scotland,Local Areas,S12000011,East Renfrewshire,Female,2,<1,1,67.8,65.3,70.3,81,83.7037037037037,83.7037037037037,15.903703703703698
2013 to 2015,Scotland,Local Areas,S12000013,Na h-Eileanan Siar,Male,1,<1,1,65.3,61.4,69.2,85,76.82352941176471,76.82352941176471,11.523529411764713
2013 to 2015,Scotland,Local Areas,S12000013,Na h-Eileanan Siar,Female,2,<1,1,68.7,63.5,73.8,83,82.77108433734941,82.77108433734941,14.071084337349404
2013 to 2015,Scotland,Local Areas,S12000014,Falkirk,Male,1,<1,1,61.7,59.5,63.9,80,77.125,77.125,15.424999999999997
2013 to 2015,Scotland,Local Areas,S12000014,Falkirk,Female,2,<1,1,62.4,59.9,64.9,77,81.03896103896103,81.03896103896103,18.638961038961035
2013 to 2015,Scotland,Local Areas,S12000017,Highland,Male,1,<1,1,65.1,62.8,67.5,84,77.5,77.5,12.400000000000006
2013 to 2015,Scotland,Local Areas,S12000017,Highland,Female,2,<1,1,67.4,64.9,69.9,82,82.19512195121952,82.19512195121952,14.795121951219514
2013 to 2015,Scotland,Local Areas,S12000018,Inverclyde,Male,1,<1,1,58.7,56.2,61.3,78,75.25641025641026,75.25641025641026,16.55641025641026
2013 to 2015,Scotland,Local Areas,S12000018,Inverclyde,Female,2,<1,1,59.7,56.8,62.6,74,80.67567567567568,80.67567567567568,20.975675675675674
2013 to 2015,Scotland,Local Areas,S12000019,Midlothian,Male,1,<1,1,61.2,58.4,64.0,79,77.46835443037975,77.46835443037975,16.268354430379745
2013 to 2015,Scotland,Local Areas,S12000019,Midlothian,Female,2,<1,1,62.4,59.2,65.6,77,81.03896103896103,81.03896103896103,18.638961038961035
2013 to 2015,Scotland,Local Areas,S12000020,Moray,Male,1,<1,1,64.9,62.7,67.0,82,79.14634146341464,79.14634146341464,14.246341463414637
2013 to 2015,Scotland,Local Areas,S12000020,Moray,Female,2,<1,1,65.5,63.1,67.9,80,81.875,81.875,16.375
2013 to 2015,Scotland,Local Areas,S12000021,North Ayrshire,Male,1,<1,1,57.6,55.3,60.0,76,75.78947368421052,75.78947368421052,18.18947368421052
2013 to 2015,Scotland,Local Areas,S12000021,North Ayrshire,Female,2,<1,1,58.7,56.1,61.4,73,80.41095890410959,80.41095890410959,21.71095890410959
2013 to 2015,Scotland,Local Areas,S12000023,Orkney Islands,Male,1,<1,1,69.6,64.8,74.5,88,79.09090909090908,79.09090909090908,9.490909090909085
2013 to 2015,Scotland,Local Areas,S12000023,Orkney Islands,Female,2,<1,1,72.0,66.8,77.2,87,82.75862068965517,82.75862068965517,10.758620689655174
2013 to 2015,Scotland,Local Areas,S12000026,Scottish Borders,Male,1,<1,1,66.2,64.2,68.3,84,78.80952380952381,78.80952380952381,12.609523809523807
2013 to 2015,Scotland,Local Areas,S12000026,Scottish Borders,Female,2,<1,1,67.7,65.4,70.0,82,82.5609756097561,82.5609756097561,14.860975609756096
2013 to 2015,Scotland,Local Areas,S12000027,Shetland Islands,Male,1,<1,1,66.4,60.6,72.2,86,77.2093023255814,77.2093023255814,10.809302325581399
2013 to 2015,Scotland,Local Areas,S12000027,Shetland Islands,Female,2,<1,1,68.3,61.9,74.6,83,82.28915662650603,82.28915662650603,13.98915662650603
2013 to 2015,Scotland,Local Areas,S12000028,South Ayrshire,Male,1,<1,1,61.8,59.3,64.3,79,78.22784810126582,78.22784810126582,16.427848101265823
2013 to 2015,Scotland,Local Areas,S12000028,South Ayrshire,Female,2,<1,1,62.5,60.0,65.0,77,81.16883116883116,81.16883116883116,18.66883116883116
2013 to 2015,Scotland,Local Areas,S12000029,South Lanarkshire,Male,1,<1,1,60.9,58.7,63.1,79,77.0886075949367,77.0886075949367,16.188607594936705
2013 to 2015,Scotland,Local Areas,S12000029,South Lanarkshire,Female,2,<1,1,61.8,59.3,64.2,76,81.3157894736842,81.3157894736842,19.515789473684208
2013 to 2015,Scotland,Local Areas,S12000030,Stirling,Male,1,<1,1,64.3,61.9,66.7,82,78.41463414634147,78.41463414634147,14.114634146341473
2013 to 2015,Scotland,Local Areas,S12000030,Stirling,Female,2,<1,1,65.4,62.6,68.2,80,81.75,81.75,16.349999999999994
2013 to 2015,Scotland,Local Areas,S12000033,Aberdeen City,Male,1,<1,1,63.8,61.3,66.3,83,76.86746987951807,76.86746987951807,13.067469879518072
2013 to 2015,Scotland,Local Areas,S12000033,Aberdeen City,Female,2,<1,1,65.7,63.1,68.2,81,81.11111111111111,81.11111111111111,15.411111111111111
2013 to 2015,Scotland,Local Areas,S12000034,Aberdeenshire,Male,1,<1,1,65.9,63.5,68.2,83,79.3975903614458,79.3975903614458,13.497590361445788
2013 to 2015,Scotland,Local Areas,S12000034,Aberdeenshire,Female,2,<1,1,66.8,64.0,69.5,81,82.46913580246913,82.46913580246913,15.669135802469128
2013 to 2015,Scotland,Local Areas,S12000035,Argyll and Bute,Male,1,<1,1,63.4,61.1,65.7,81,78.2716049382716,78.2716049382716,14.871604938271595
2013 to 2015,Scotland,Local Areas,S12000035,Argyll and Bute,Female,2,<1,1,64.8,62.2,67.4,79,82.0253164556962,82.0253164556962,17.225316455696202
2013 to 2015,Scotland,Local Areas,S12000036,City of Edinburgh,Male,1,<1,1,65.3,63.3,67.4,84,77.73809523809524,77.73809523809524,12.438095238095244
2013 to 2015,Scotland,Local Areas,S12000036,City of Edinburgh,Female,2,<1,1,67.0,64.7,69.3,82,81.70731707317074,81.70731707317074,14.707317073170742
2013 to 2015,Scotland,Local Areas,S12000038,Renfrewshire,Male,1,<1,1,59.9,57.7,62.1,78,76.7948717948718,76.7948717948718,16.894871794871797
2013 to 2015,Scotland,Local Areas,S12000038,Renfrewshire,Female,2,<1,1,60.9,58.2,63.5,75,81.2,81.2,20.300000000000004
2013 to 2015,Scotland,Local Areas,S12000039,West Dunbartonshire,Male,1,<1,1,56.5,54.1,59.0,75,75.33333333333333,75.33333333333333,18.83333333333333
2013 to 2015,Scotland,Local Areas,S12000039,West Dunbartonshire,Female,2,<1,1,56.7,54.1,59.3,72,78.75,78.75,22.049999999999997
2013 to 2015,Scotland,Local Areas,S12000040,West Lothian,Male,1,<1,1,61.3,58.6,64.0,78,78.58974358974358,78.58974358974358,17.28974358974358
2013 to 2015,Scotland,Local Areas,S12000040,West Lothian,Female,2,<1,1,61.6,58.8,64.4,76,81.05263157894737,81.05263157894737,19.45263157894737
2013 to 2015,Scotland,Local Areas,S12000041,Angus,Male,1,<1,1,65.4,63.1,67.8,83,78.79518072289157,78.79518072289157,13.395180722891567
2013 to 2015,Scotland,Local Areas,S12000041,Angus,Female,2,<1,1,66.5,63.9,69.2,81,82.09876543209876,82.09876543209876,15.598765432098759
2013 to 2015,Scotland,Local Areas,S12000042,Dundee City,Male,1,<1,1,59.1,56.8,61.5,79,74.81012658227849,74.81012658227849,15.710126582278484
2013 to 2015,Scotland,Local Areas,S12000042,Dundee City,Female,2,<1,1,60.6,58.2,63.0,76,79.73684210526316,79.73684210526316,19.136842105263163
2013 to 2015,Scotland,Local Areas,S12000045,East Dunbartonshire,Male,1,<1,1,67.2,65.1,69.3,83,80.96385542168676,80.96385542168676,13.763855421686756
2013 to 2015,Scotland,Local Areas,S12000045,East Dunbartonshire,Female,2,<1,1,68.2,65.8,70.7,82,83.17073170731709,83.17073170731709,14.970731707317086
2013 to 2015,Scotland,Local Areas,S12000047,Fife,Male,1,<1,1,61.5,59.3,63.8,79,77.84810126582278,77.84810126582278,16.348101265822777
2013 to 2015,Scotland,Local Areas,S12000047,Fife,Female,2,<1,1,62.4,60.0,64.9,77,81.03896103896103,81.03896103896103,18.638961038961035
2013 to 2015,Scotland,Local Areas,S12000048,Perth and Kinross,Male,1,<1,1,67.0,64.9,69.1,84,79.76190476190476,79.76190476190476,12.76190476190476
