Period,Country,Area type,Area code,Area name,Sex,Sex code,Age group,Age code,HLE,LCI,UCI,Proportion (%),LE_calculated,LE,HLE_Gap
2016 to 2018,England,Local Areas,E06000011,East Riding of Yorkshire,Female,2,<1,1,65.6,63.2,68.0,78,84.10256410256409,84.10256410256409,18.502564102564094
2016 to 2018,England,Local Areas,E06000012,North East Lincolnshire,Male,1,<1,1,59.6,57.3,61.9,77,77.40259740259741,77.40259740259741,17.802597402597407
2016 to 2018,England,Local Areas,E06000012,North East Lincolnshire,Female,2,<1,1,60.9,58.4,63.5,74,82.29729729729729,82.29729729729729,21.397297297297293
2016 to 2018,England,Local Areas,E06000013,North Lincolnshire,Male,1,<1,1,59.5,57.0,62.1,75,79.33333333333333,79.33333333333333,19.83333333333333
2016 to 2018,England,Local Areas,E06000013,North Lincolnshire,Female,2,<1,1,60.0,57.1,62.9,73,82.19178082191782,82.19178082191782,22.191780821917817
2016 to 2018,England,Local Areas,E06000014,York,Male,1,<1,1,64.8,62.6,67.1,81,79.99999999999999,79.99999999999999,15.199999999999989
2016 to 2018,England,Local Areas,E06000014,York,Female,2,<1,1,66.0,63.6,68.3,79,83.54430379746834,83.54430379746834,17.544303797468345
2016 to 2018,England,Local Areas,E06000015,Derby,Male,1,<1,1,60.3,57.9,62.8,77,78.3116883116883,78.3116883116883,18.011688311688303
2016 to 2018,England,Local Areas,E06000015,Derby,Female,2,<1,1,60.0,57.2,62.8,73,82.19178082191782,82.19178082191782,22.191780821917817
2016 to 2018,England,Local Areas,E06000016,Leicester,Male,1,<1,1,58.6,55.9,61.2,76,77.10526315789474,77.10526315789474,18.50526315789474
2016 to 2018,England,Local Areas,E06000016,Leicester,Female,2,<1,1,58.9,56.1,61.6,72,81.80555555555556,81.80555555555556,22.90555555555556
2016 to 2018,England,Local Areas,E06000017,Rutland,Male,1,<1,1,69.4,65.5,73.4,84,82.61904761904763,82.61904761904763,13.219047619047629
2016 to 2018,England,Local Areas,E06000017,Rutland,Female,2,<1,1,69.5,65.1,74.0,81,85.80246913580247,85.80246913580247,16.30246913580247
2016 to 2018,England,Local Areas,E06000018,Nottingham,Male,1,<1,1,56.7,54.4,59.0,74,76.62162162162163,76.62162162162163,19.921621621621625
2016 to 2018,England,Local Areas,E06000018,Nottingham,Female,2,<1,1,56.3,53.6,59.0,69,81.59420289855073,81.59420289855073,25.294202898550736
2016 to 2018,England,Local Areas,E06000019,"Herefordshire, County of",Male,1,<1,1,65.5,63.4,67.7,82,79.87804878048782,79.87804878048782,14.378048780487816
2016 to 2018,England,Local Areas,E06000019,"Herefordshire, County of",Female,2,<1,1,67.0,64.7,69.4,80,83.75,83.75,16.75
2016 to 2018,England,Local Areas,E06000020,Telford and Wrekin,Male,1,<1,1,61.0,58.6,63.4,77,79.22077922077922,79.22077922077922,18.22077922077922
2016 to 2018,England,Local Areas,E06000020,Telford and Wrekin,Female,2,<1,1,61.2,58.5,63.9,75,81.60000000000001,81.60000000000001,20.400000000000006
2016 to 2018,England,Local Areas,E06000021,Stoke-on-Trent,Male,1,<1,1,56.3,54.0,58.6,74,76.08108108108108,76.08108108108108,19.781081081081084
2016 to 2018,England,Local Areas,E06000021,Stoke-on-Trent,Female,2,<1,1,56.7,54.1,59.2,70,81.00000000000001,81.00000000000001,24.30000000000001
2016 to 2018,England,Local Areas,E06000022,Bath and North East Somerset,Male,1,<1,1,65.8,63.4,68.3,82,80.2439024390244,80.2439024390244,14.443902439024399
2016 to 2018,England,Local Areas,E06000022,Bath and North East Somerset,Female,2,<1,1,67.3,64.5,70.1,79,85.18987341772151,85.18987341772151,17.889873417721518
2016 to 2018,England,Local Areas,E06000023,"Bristol, City of",Male,1,<1,1,61.1,58.5,63.7,78,78.33333333333333,78.33333333333333,17.233333333333327
2016 to 2018,England,Local Areas,E06000023,"Bristol, City of",Female,2,<1,1,61.9,59.1,64.7,75,82.53333333333333,82.53333333333333,20.633333333333333
2016 to 2018,England,Local Areas,E06000024,North Somerset,Male,1,<1,1,64.7,62.1,67.4,81,79.87654320987654,79.87654320987654,15.176543209876542
2016 to 2018,England,Local Areas,E06000024,North Somerset,Female,2,<1,1,66.0,63.2,68.9,79,83.54430379746834,83.54430379746834,17.544303797468345
2016 to 2018,England,Local Areas,E06000025,South Gloucestershire,Male,1,<1,1,66.4,64.0,68.9,82,80.97560975609757,80.97560975609757,14.575609756097563
2016 to 2018,England,Local Areas,E06000025,South Gloucestershire,Female,2,<1,1,67.1,64.5,69.6,80,83.87499999999999,83.87499999999999,16.77499999999999
2016 to 2018,England,Local Areas,E06000026,Plymouth,Male,1,<1,1,60.8,58.4,63.2,77,78.96103896103895,78.96103896103895,18.161038961038955
2016 to 2018,England,Local Areas,E06000026,Plymouth,Female,2,<1,1,61.2,58.5,63.9,74,82.70270270270271,82.70270270270271,21.502702702702706
2016 to 2018,England,Local Areas,E06000027,Torbay,Male,1,<1,1,62.2,60.1,64.4,79,78.73417721518987,78.73417721518987,16.53417721518987
2016 to 2018,England,Local Areas,E06000027,Torbay,Female,2,<1,1,63.0,60.4,65.6,76,82.89473684210526,82.89473684210526,19.89473684210526
2016 to 2018,England,Local Areas,E06000030,Swindon,Male,1,<1,1,63.5,61.0,65.9,79,80.37974683544303,80.37974683544303,16.87974683544303
2016 to 2018,England,Local Areas,E06000030,Swindon,Female,2,<1,1,64.1,61.4,66.8,77,83.24675324675324,83.24675324675324,19.14675324675325
2016 to 2018,England,Local Areas,E06000031,Peterborough,Male,1,<1,1,60.1,57.7,62.6,77,78.05194805194805,78.05194805194805,17.951948051948044
2016 to 2018,England,Local Areas,E06000031,Peterborough,Female,2,<1,1,61.2,58.5,63.9,74,82.70270270270271,82.70270270270271,21.502702702702706
2016 to 2018,England,Local Areas,E06000032,Luton,Male,1,<1,1,60.4,58.2,62.5,77,78.44155844155844,78.44155844155844,18.041558441558443
2016 to 2018,England,Local Areas,E06000032,Luton,Female,2,<1,1,61.5,59.1,63.9,75,82.0,82.0,20.5
2016 to 2018,England,Local Areas,E06000033,Southend-on-Sea,Male,1,<1,1,61.5,59.2,63.8,78,78.84615384615384,78.84615384615384,17.34615384615384
2016 to 2018,England,Local Areas,E06000033,Southend-on-Sea,Female,2,<1,1,62.1,59.6,64.6,76,81.71052631578948,81.71052631578948,19.61052631578948
2016 to 2018,England,Local Areas,E06000034,Thurrock,Male,1,<1,1,61.0,58.5,63.5,77,79.22077922077922,79.22077922077922,18.22077922077922
2016 to 2018,England,Local Areas,E06000034,Thurrock,Female,2,<1,1,61.6,58.7,64.5,75,82.13333333333334,82.13333333333334,20.53333333333334
2016 to 2018,England,Local Areas,E06000035,Medway,Male,1,<1,1,62.1,59.5,64.7,79,78.60759493670886,78.60759493670886,16.507594936708863
2016 to 2018,England,Local Areas,E06000035,Medway,Female,2,<1,1,63.5,60.7,66.3,77,82.46753246753246,82.46753246753246,18.967532467532465
2016 to 2018,England,Local Areas,E06000036,Bracknell Forest,Male,1,<1,1,66.9,64.5,69.3,82,81.58536585365854,81.58536585365854,14.685365853658539
2016 to 2018,England,Local Areas,E06000036,Bracknell Forest,Female,2,<1,1,68.1,65.0,71.2,80,85.12499999999999,85.12499999999999,17.02499999999999
2016 to 2018,England,Local Areas,E06000037,West Berkshire,Male,1,<1,1,68.9,66.3,71.4,84,82.02380952380953,82.02380952380953,13.123809523809527
2016 to 2018,England,Local Areas,E06000037,West Berkshire,Female,2,<1,1,70.2,67.4,73.0,83,84.57831325301206,84.57831325301206,14.378313253012053
2016 to 2018,England,Local Areas,E06000038,Reading,Male,1,<1,1,65.0,62.4,67.7,82,79.26829268292684,79.26829268292684,14.268292682926841
2016 to 2018,England,Local Areas,E06000038,Reading,Female,2,<1,1,66.9,63.8,70.0,80,83.625,83.625,16.724999999999994
2016 to 2018,England,Local Areas,E06000039,Slough,Male,1,<1,1,59.7,57.1,62.4,76,78.55263157894737,78.55263157894737,18.852631578947367
2016 to 2018,England,Local Areas,E06000039,Slough,Female,2,<1,1,60.8,57.8,63.9,74,82.16216216216216,82.16216216216216,21.362162162162164
2016 to 2018,England,Local Areas,E06000040,Windsor and Maidenhead,Male,1,<1,1,69.2,67.0,71.4,85,81.41176470588236,81.41176470588236,12.21176470588236
2016 to 2018,England,Local Areas,E06000040,Windsor and Maidenhead,Female,2,<1,1,70.6,68.2,73.0,84,84.04761904761905,84.04761904761905,13.447619047619057
2016 to 2018,England,Local Areas,E06000041,Wokingham,Male,1,<1,1,70.5,68.3,72.7,86,81.97674418604652,81.97674418604652,11.476744186046517
2016 to 2018,England,Local Areas,E06000041,Wokingham,Female,2,<1,1,72.6,69.9,75.3,85,85.41176470588235,85.41176470588235,12.811764705882354
2016 to 2018,England,Local Areas,E06000042,Milton Keynes,Male,1,<1,1,63.7,61.4,65.9,80,79.625,79.625,15.924999999999997
2016 to 2018,England,Local Areas,E06000042,Milton Keynes,Female,2,<1,1,65.3,62.8,67.9,79,82.65822784810126,82.65822784810126,17.358227848101265
2016 to 2018,England,Local Areas,E06000043,Brighton and Hove,Male,1,<1,1,63.5,61.0,65.9,81,78.39506172839506,78.39506172839506,14.895061728395063
2016 to 2018,England,Local Areas,E06000043,Brighton and Hove,Female,2,<1,1,65.2,62.3,68.2,79,82.53164556962025,82.53164556962025,17.33164556962025
2016 to 2018,England,Local Areas,E06000044,Portsmouth,Male,1,<1,1,61.8,59.4,64.2,79,78.22784810126582,78.22784810126582,16.427848101265823
2016 to 2018,England,Local Areas,E06000044,Portsmouth,Female,2,<1,1,63.1,60.3,65.8,77,81.94805194805195,81.94805194805195,18.848051948051953
2016 to 2018,England,Local Areas,E06000045,Southampton,Male,1,<1,1,61.2,58.9,63.5,78,78.46153846153847,78.46153846153847,17.261538461538464
2016 to 2018,England,Local Areas,E06000045,Southampton,Female,2,<1,1,62.9,60.2,65.6,76,82.76315789473684,82.76315789473684,19.863157894736837
2016 to 2018,England,Local Areas,E06000046,Isle of Wight,Male,1,<1,1,60.9,58.6,63.2,76,80.13157894736842,80.13157894736842,19.231578947368426
2016 to 2018,England,Local Areas,E06000046,Isle of Wight,Female,2,<1,1,62.4,59.9,64.9,75,83.2,83.2,20.800000000000004
2016 to 2018,England,Local Areas,E06000047,County Durham,Male,1,<1,1,59.4,57.0,61.8,76,78.1578947368421,78.1578947368421,18.757894736842097
2016 to 2018,England,Local Areas,E06000047,County Durham,Female,2,<1,1,59.9,57.3,62.5,74,80.94594594594595,80.94594594594595,21.045945945945952
2016 to 2018,England,Local Areas,E06000049,Cheshire East,Male,1,<1,1,67.4,64.9,70.0,84,80.23809523809524,80.23809523809524,12.838095238095235
2016 to 2018,England,Local Areas,E06000049,Cheshire East,Female,2,<1,1,69.2,66.1,72.3,82,84.39024390243904,84.39024390243904,15.190243902439036
2016 to 2018,England,Local Areas,E06000050,Cheshire West and Chester,Male,1,<1,1,66.0,63.3,68.8,83,79.51807228915663,79.51807228915663,13.518072289156635
2016 to 2018,England,Local Areas,E06000050,Cheshire West and Chester,Female,2,<1,1,67.0,63.9,70.2,81,82.71604938271605,82.71604938271605,15.71604938271605
2016 to 2018,England,Local Areas,E06000051,Shropshire,Male,1,<1,1,63.4,61.1,65.7,79,80.25316455696202,80.25316455696202,16.85316455696202
2016 to 2018,England,Local Areas,E06000051,Shropshire,Female,2,<1,1,63.6,60.9,66.2,76,83.6842105263158,83.6842105263158,20.084210526315793
2016 to 2018,England,Local Areas,E06000052,Cornwall,Male,1,<1,1,62.7,60.5,64.9,79,79.36708860759494,79.36708860759494,16.667088607594934
2016 to 2018,England,Local Areas,E06000052,Cornwall,Female,2,<1,1,63.5,61.0,65.9,76,83.55263157894737,83.55263157894737,20.05263157894737
2016 to 2018,England,Local Areas,E06000054,Wiltshire,Male,1,<1,1,66.5,64.5,68.5,82,81.09756097560977,81.09756097560977,14.597560975609767
2016 to 2018,England,Local Areas,E06000054,Wiltshire,Female,2,<1,1,67.3,65.0,69.7,80,84.12499999999999,84.12499999999999,16.82499999999999
2016 to 2018,England,Local Areas,E06000055,Bedford,Male,1,<1,1,63.8,59.7,67.9,80,79.74999999999999,79.74999999999999,15.949999999999989
2016 to 2018,England,Local Areas,E06000055,Bedford,Female,2,<1,1,65.1,60.8,69.4,78,83.46153846153845,83.46153846153845,18.36153846153846
2016 to 2018,England,Local Areas,E06000056,Central Bedfordshire,Male,1,<1,1,66.0,63.3,68.8,82,80.48780487804879,80.48780487804879,14.487804878048792
2016 to 2018,England,Local Areas,E06000056,Central Bedfordshire,Female,2,<1,1,67.3,63.9,70.7,80,84.12499999999999,84.12499999999999,16.82499999999999
2016 to 2018,England,Local Areas,E06000057,Northumberland,Male,1,<1,1,62.6,60.5,64.7,79,79.24050632911393,79.24050632911393,16.640506329113926
2016 to 2018,England,Local Areas,E06000057,Northumberland,Female,2,<1,1,63.4,61.0,65.7,77,82.33766233766234,82.33766233766234,18.93766233766234
2016 to 2018,England,Local Areas,E06000058,"Bournemouth, Christchurch and Poole",Male,1,<1,1,64.9,63.3,66.5,81,80.12345679012346,80.12345679012346,15.22345679012345
2016 to 2018,England,Local Areas,E06000058,"Bournemouth, Christchurch and Poole",Female,2,<1,1,65.7,63.8,67.5,79,83.16455696202532,83.16455696202532,17.464556962025313
2016 to 2018,England,Local Areas,E06000059,Dorset,Male,1,<1,1,64.9,62.4,67.4,80,81.125,81.125,16.224999999999994
2016 to 2018,England,Local Areas,E06000059,Dorset,Female,2,<1,1,66.0,63.2,68.7,78,84.61538461538461,84.61538461538461,18.615384615384613
2016 to 2018,England,Local Areas,E06000060,Buckinghamshire,Male,1,<1,1,68.7,66.7,70.7,84,81.78571428571429,81.78571428571429,13.085714285714289
2016 to 2018,England,Local Areas,E06000060,Buckinghamshire,Female,2,<1,1,70.1,67.9,72.4,83,84.4578313253012,84.4578313253012,14.357831325301206
2016 to 2018,England,Local Areas,E06000061,North Northamptonshire,Male,1,<1,1,65.2,62.3,68.0,82,79.51219512195122,79.51219512195122,14.31219512195122
2016 to 2018,England,Local Areas,E06000061,North Northamptonshire,Female,2,<1,1,65.4,61.7,69.1,79,82.78481012658229,82.78481012658229,17.38481012658228
2016 to 2018,England,Local Areas,E06000062,West Northamptonshire,Male,1,<1,1,67.1,64.5,69.6,84,79.88095238095238,79.88095238095238,12.780952380952385
2016 to 2018,England,Local Areas,E06000062,West Northamptonshire,Female,2,<1,1,67.7,64.7,70.8,81,83.58024691358024,83.58024691358024,15.880246913580237
2016 to 2018,England,Local Areas,E06000063,Cumberland,Male,1,<1,1,62.8,60.3,65.4,80,78.49999999999999,78.49999999999999,15.699999999999989
2016 to 2018,England,Local Areas,E06000063,Cumberland,Female,2,<1,1,64.0,61.0,66.9,78,82.05128205128204,82.05128205128204,18.051282051282044
2016 to 2018,England,Local Areas,E06000064,Westmorland and Furness,Male,1,<1,1,65.6,62.9,68.2,81,80.98765432098764,80.98765432098764,15.38765432098765
2016 to 2018,England,Local Areas,E06000064,Westmorland and Furness,Female,2,<1,1,66.7,63.4,70.0,80,83.375,83.375,16.674999999999997
2016 to 2018,England,Local Areas,E06000065,North Yorkshire,Male,1,<1,1,65.9,64.0,67.9,82,80.3658536585366,80.3658536585366,14.465853658536588
2016 to 2018,England,Local Areas,E06000065,North Yorkshire,Female,2,<1,1,67.3,65.0,69.6,80,84.12499999999999,84.12499999999999,16.82499999999999
2016 to 2018,England,Local Areas,E06000066,Somerset,Male,1,<1,1,65.1,63.0,67.2,81,80.37037037037035,80.37037037037035,15.270370370370358
2016 to 2018,England,Local Areas,E06000066,Somerset,Female,2,<1,1,66.3,64.0,68.6,79,83.92405063291139,83.92405063291139,17.62405063291139
2016 to 2018,England,Local Areas,E08000001,Bolton,Male,1,<1,1,60.2,58.0,62.5,77,78.18181818181819,78.18181818181819,17.981818181818184
2016 to 2018,England,Local Areas,E08000001,Bolton,Female,2,<1,1,60.9,58.3,63.6,75,81.2,81.2,20.300000000000004
2016 to 2018,England,Local Areas,E08000002,Bury,Male,1,<1,1,61.2,58.8,63.6,78,78.46153846153847,78.46153846153847,17.261538461538464
2016 to 2018,England,Local Areas,E08000002,Bury,Female,2,<1,1,61.8,59.3,64.2,76,81.3157894736842,81.3157894736842,19.515789473684208
2016 to 2018,England,Local Areas,E08000003,Manchester,Male,1,<1,1,58.1,56.0,60.2,76,76.44736842105263,76.44736842105263,18.34736842105263
2016 to 2018,England,Local Areas,E08000003,Manchester,Female,2,<1,1,58.5,56.0,60.9,73,80.13698630136986,80.13698630136986,21.63698630136986
2016 to 2018,England,Local Areas,E08000004,Oldham,Male,1,<1,1,58.9,56.6,61.2,76,77.5,77.5,18.6
2016 to 2018,England,Local Areas,E08000004,Oldham,Female,2,<1,1,59.6,57.1,62.2,73,81.64383561643837,81.64383561643837,22.043835616438365
2016 to 2018,England,Local Areas,E08000005,Rochdale,Male,1,<1,1,59.0,56.7,61.3,77,76.62337662337661,76.62337662337661,17.623376623376615
2016 to 2018,England,Local Areas,E08000005,Rochdale,Female,2,<1,1,59.7,57.4,62.1,74,80.67567567567568,80.67567567567568,20.975675675675674
2016 to 2018,England,Local Areas,E08000006,Salford,Male,1,<1,1,58.1,55.7,60.5,75,77.46666666666667,77.46666666666667,19.366666666666667
2016 to 2018,England,Local Areas,E08000006,Salford,Female,2,<1,1,58.7,56.0,61.5,73,80.41095890410959,80.41095890410959,21.71095890410959
2016 to 2018,England,Local Areas,E08000007,Stockport,Male,1,<1,1,64.3,62.1,66.4,80,80.37499999999999,80.37499999999999,16.07499999999999
2016 to 2018,England,Local Areas,E08000007,Stockport,Female,2,<1,1,65.2,62.7,67.7,78,83.58974358974359,83.58974358974359,18.38974358974359
2016 to 2018,England,Local Areas,E08000008,Tameside,Male,1,<1,1,58.7,56.3,61.1,76,77.23684210526316,77.23684210526316,18.536842105263162
2016 to 2018,England,Local Areas,E08000008,Tameside,Female,2,<1,1,58.9,56.4,61.4,73,80.68493150684931,80.68493150684931,21.78493150684931
2016 to 2018,England,Local Areas,E08000009,Trafford,Male,1,<1,1,66.0,63.8,68.2,82,80.48780487804879,80.48780487804879,14.487804878048792
2016 to 2018,England,Local Areas,E08000009,Trafford,Female,2,<1,1,67.2,64.8,69.6,80,84.0,84.0,16.799999999999997
2016 to 2018,England,Local Areas,E08000010,Wigan,Male,1,<1,1,60.4,58.1,62.8,78,77.43589743589743,77.43589743589743,17.035897435897432
2016 to 2018,England,Local Areas,E08000010,Wigan,Female,2,<1,1,61.3,58.7,63.8,75,81.73333333333333,81.73333333333333,20.433333333333337
2016 to 2018,England,Local Areas,E08000011,Knowsley,Male,1,<1,1,58.6,56.1,61.0,76,77.10526315789474,77.10526315789474,18.50526315789474
2016 to 2018,England,Local Areas,E08000011,Knowsley,Female,2,<1,1,59.2,56.5,61.8,74,80.0,80.0,20.799999999999997
2016 to 2018,England,Local Areas,E08000012,Liverpool,Male,1,<1,1,58.7,56.6,60.8,77,76.23376623376623,76.23376623376623,17.53376623376623
2016 to 2018,England,Local Areas,E08000012,Liverpool,Female,2,<1,1,59.5,57.2,61.9,74,80.4054054054054,80.4054054054054,20.905405405405403
